,battle_id,url
177,8BC50698AA,https://hera-public-files.azureedge.net/public-images/zFerS/bde34e2aa538468ca5b8d17ed945061e.original.jpg
178,8BPNV9CDR0,https://hera-public-files.azureedge.net/public-images/oFDx/c6795a8437794b6886786b874f19607b.original.jpg
179,8BPNV9CDR0,https://hera-public-files.azureedge.net/public-images/oFDx/e7a53617b51242a7a1353b1c5d22b14c.original.jpg
180,OYRVNMDHIE,https://hera-public-files.azureedge.net/public-images/FoLrT/f0e6c6d70c85416fabc134fef1b2ef6a.original.jpg
181,8JTX06XWTU,https://hera-public-files.azureedge.net/public-images/aboode__990/dbd71516b1724b538f7bb70ef325e88a.original.jpg
182,8NVYHKRZK,https://hera-public-files.azureedge.net/public-images/x7zEn/fafba78b140b452f9d3c06774ce47cbf.original.jpg
183,8NVYHKRZK,https://hera-public-files.azureedge.net/public-images/x7zEn/679cb72a81f041e2b954c92073bc3a9f.original.jpg
184,8NVYHKRZK,https://hera-public-files.azureedge.net/public-images/x7zEn/a60be7bce19f4d96b902a350f3cfbf57.original.mov
185,8NVYHKRZK,https://hera-public-files.azureedge.net/public-images/x7zEn/5c65e49ce3fd45af9895d57cf7f4d7be.original.mov
186,8TWOSPPEX0,https://hera-public-files.azureedge.net/public-images/ilRisKx/3124011d9352411a9d9cdf42600ffc17.original.jpg
187,8TWOSPPEX0,https://hera-public-files.azureedge.net/public-images/ilRisKx/1ed9f1044d80429cbca5a56e79c6ddfc.original.jpg
188,980994BADF,https://hera-public-files.azureedge.net/public-images/DrFx/bca3071655f345bda3b3e89be5c4b596.original.jpg
189,980994BADF,https://hera-public-files.azureedge.net/public-images/DrFx/35d17808f6fa4a7bb189be2fbec798da.original.jpg
190,9AD567E63A,https://hera-public-files.azureedge.net/public-images/iMqMx/23cdace95cdf40a59212c2efd2435270.original.jpg
191,9AD567E63A,https://hera-public-files.azureedge.net/public-images/iMqMx/e11ef9e48f9140478b8b482d88d51d8e.original.jpg
192,967AED5177,https://hera-public-files.azureedge.net/public-images/abdullah_1/9545c05b60704cfeb3a96ecf9d0271d9.original.jpg
193,9FTKFV5V1E,https://hera-public-files.azureedge.net/public-images/ilRisKx/07afed2e04c04bf1bdf0220da626b9b6.original.jpg
194,9FTKFV5V1E,https://hera-public-files.azureedge.net/public-images/ilRisKx/b1bdca909a0948ae96f890333cabf542.original.jpg
195,9GGLFD5UE,https://hera-public-files.azureedge.net/public-images/NMLaH/9c9baae74b0842a0941a015eb6a295ce.original.jpg
